,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0,42100315,2,12,0,1,9:04 PM,12:00,,Start of 1st Period (9:04 PM EST),,,
1,42100315,4,10,0,1,9:04 PM,12:00,Jump Ball Looney vs. Powell: Tip to Green,GSW,,,
2,42100315,7,1,58,1,9:04 PM,11:41,Looney 5' Turnaround Hook Shot (2 PTS) (Curry 1 AST),,,0 - 2,2
3,42100315,9,2,75,1,9:05 PM,11:21,,,MISS Finney-Smith 7' Driving Finger Roll Layup,,
4,42100315,10,4,0,1,9:05 PM,11:18,,,Powell REBOUND (Off:1 Def:0),,
5,42100315,11,1,1,1,9:05 PM,11:17,,,Finney-Smith 20' Jump Shot (2 PTS) (Brunson 1 AST), 2 - 2,TIE
6,42100315,13,2,1,1,9:05 PM,10:58,MISS Wiggins 26' 3PT Jump Shot,,,,
7,42100315,14,4,0,1,9:05 PM,10:55,Looney REBOUND (Off:1 Def:0),,,,
8,42100315,15,1,6,1,9:05 PM,10:53,Looney 6' Driving Layup (4 PTS),,, 2 - 4,2
9,42100315,16,2,79,1,9:05 PM,10:37,,,MISS Brunson 10' Pullup Jump Shot,,
10,42100315,17,4,0,1,9:05 PM,10:35,Thompson REBOUND (Off:0 Def:1),,,,
11,42100315,18,1,1,1,9:06 PM,10:21,Thompson 27' 3PT Jump Shot (3 PTS) (Looney 1 AST),,, 2 - 7,5
12,42100315,20,5,2,1,9:06 PM,10:08,Curry STEAL (1 STL),,Doncic Lost Ball Turnover (P1.T1),,
13,42100315,22,1,50,1,9:06 PM,10:05,Wiggins 2' Running Dunk (2 PTS) (Curry 2 AST),,, 2 - 9,7
14,42100315,24,2,1,1,9:06 PM,9:41,,,MISS Bullock 24' 3PT Jump Shot,,
15,42100315,25,4,0,1,9:06 PM,9:38,Curry REBOUND (Off:0 Def:1),,,,
16,42100315,26,2,1,1,9:07 PM,9:29,MISS Thompson 27' 3PT Jump Shot,,,,
17,42100315,27,4,0,1,9:07 PM,9:27,,,Doncic REBOUND (Off:0 Def:1),,
18,42100315,29,1,98,1,9:07 PM,9:16,,,Powell 5' Cutting Layup Shot (2 PTS) (Finney-Smith 1 AST), 4 - 9,5
19,42100315,31,6,2,1,9:07 PM,9:16,Green S.FOUL (P1.T1) (S.Foster),,,,
