,Unnamed: 0,gameId,eventType,shotClock,gameClock,wallClock,period,homePlayers,awayPlayers,playerId,pbpId,Video
0,0,92c66e98-cc70-41d8-863a-86946ddf8ffe,TOUCH,24.0,719.96,1653871603707,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
1,1,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,24.0,719.96,1653871603707,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
2,2,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,23.4,718.24,1653871605427,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
3,3,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,22.0,716.84,1653871606827,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
4,4,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,20.7,715.56,1653871608107,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
5,5,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,19.5,714.4,1653871609267,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
6,6,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,18.7,713.6,1653871610067,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
7,7,92c66e98-cc70-41d8-863a-86946ddf8ffe,DRIBBLE,17.4,712.32,1653871611347,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
8,8,92c66e98-cc70-41d8-863a-86946ddf8ffe,PASS,16.4,711.24,1653871612427,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",986b713a-b20b-4eb0-919e-c859d0508af7,,
9,9,92c66e98-cc70-41d8-863a-86946ddf8ffe,TOUCH,16.1,711.0,1653871612667,1,"['ff41baca-89ef-11e6-8ca0-a45e60e298d3', '267de25c-42a5-403a-9fde-0be582ac053b', 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3', 'ff41362b-89ef-11e6-babd-a45e60e298d3', '61fc6b15-5ce2-4613-a67b-f15bada3aa57']","['ff411907-89ef-11e6-9c68-a45e60e298d3', '986b713a-b20b-4eb0-919e-c859d0508af7', 'a6904c1c-0dc5-41c8-a618-b3a276131726', '79b83f96-5723-4219-b521-57de6111ee97', 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3']",ff411907-89ef-11e6-9c68-a45e60e298d3,,
